umap1,umap2,cluster,protein
4.376156,-3.9423063,-1,Sphmag15G104200.1.p
1.9344445,-1.9262344,96,Sphmag15G009900.1.p
5.1447325,-2.4595904,-1,Sphmag15G103600.1.p
10.426129,-5.3747897,53,Sphmag15G070800.1.p
2.086401,-0.57836086,120,Sphmag15G099800.1.p
9.574709,0.40629873,127,Sphmag15G028700.1.p
3.70333,6.370795,49,Sphmag15G011800.1.p
5.482017,-3.6482773,178,Sphmag15G006800.1.p
9.637527,0.13468458,-1,Sphmag15G082500.1.p
5.2155414,-2.7732139,250,Sphmag15G072500.1.p
2.479717,1.046856,92,Sphmag15G107000.1.p
7.9831815,0.3034677,189,Sphmag15G025100.1.p
4.4485965,-9.98535,63,Sphmag15G050400.1.p
7.008659,-5.250526,137,Sphmag15G103000.1.p
19.454058,-0.056013655,4,Sphmag15G041300.1.p
11.0614805,-7.2777805,52,Sphmag15G065400.1.p
9.634976,5.316112,-1,Sphmag15G058200.1.p
10.880456,6.3091784,241,Sphmag15G088400.1.p
3.8932874,-4.9753094,-1,Sphmag15G013900.1.p
0.5535017,-1.2715244,111,Sphmag15G036000.1.p
-3.906872,-1.7156224,22,Sphmag15G036600.1.p
7.9020295,-3.7221243,72,Sphmag15G060700.1.p
8.209663,2.3206203,170,Sphmag15G050300.1.p
7.311181,-5.3233604,137,Sphmag15G080400.1.p
5.0899725,2.65508,-1,Sphmag15G053500.1.p
6.595505,-5.3738008,137,Sphmag15G054200.1.p
10.482363,-0.9193561,-1,Sphmag15G066800.1.p
4.719799,-3.281679,251,Sphmag15G095000.1.p
11.941273,6.8145275,-1,Sphmag15G076900.1.p
2.8632817,-0.39281288,119,Sphmag15G056600.1.p
19.452139,-0.054156568,4,Sphmag15G077600.1.p
-0.11797248,-4.2735333,62,Sphmag15G102200.1.p
6.081639,-5.6032023,137,Sphmag15G061900.1.p
1.2600121,-0.8204846,123,Sphmag15G067700.1.p
11.783463,10.1929455,69,Sphmag15G028000.1.p
1.0794349,2.3637319,-1,Sphmag15G055300.1.p
5.430893,-0.8698226,224,Sphmag15G040900.1.p
5.471148,5.8419747,67,Sphmag15G100600.1.p
5.83248,-5.719696,137,Sphmag15G014200.1.p
5.4886966,-0.2330153,212,Sphmag15G065900.1.p
15.6293745,-1.1567593,5,Sphmag15G032200.1.p
4.3037267,-3.425035,-1,Sphmag15G052100.1.p
4.0901136,-3.9003139,246,Sphmag15G039000.1.p
8.919108,12.424577,30,Sphmag15G037300.1.p
2.5351655,-0.28408837,120,Sphmag15G101900.1.p
3.730345,3.6338894,-1,Sphmag15G033500.1.p
7.740542,-1.1588441,-1,Sphmag15G101700.1.p
5.7756886,-4.5269814,137,Sphmag15G054300.1.p
2.0760627,-3.6825237,135,Sphmag15G099000.1.p
1.3037462,-0.8769324,123,Sphmag15G056500.1.p
7.846194,-6.330256,137,Sphmag15G012200.1.p
4.2880754,-0.21177399,148,Sphmag15G028900.1.p
7.001339,-4.6731277,137,Sphmag15G066700.1.p
6.2001476,-3.209807,159,Sphmag15G083800.1.p
6.9498296,-5.6528177,137,Sphmag15G019600.1.p
5.2482133,-5.9393754,137,Sphmag15G024400.1.p
5.4034076,-5.474933,137,Sphmag15G064600.1.p
8.268589,4.2119484,-1,Sphmag15G070500.1.p
6.2754817,-5.05774,137,Sphmag15G026300.1.p
16.063532,6.4891386,16,Sphmag15G001000.1.p
3.8160925,4.245079,146,Sphmag15G039500.1.p
5.6830325,1.0729848,204,Sphmag15G003000.1.p
6.985535,-5.5459247,137,Sphmag15G065500.1.p
5.791862,-5.8302875,137,Sphmag15G006000.1.p
-0.060527094,8.3648815,21,Sphmag15G008300.1.p
6.626367,0.9752484,-1,Sphmag15G101200.1.p
8.806861,2.5065384,129,Sphmag15G020300.1.p
4.664157,4.3465424,140,Sphmag15G099500.1.p
9.422834,0.56284636,121,Sphmag15G100800.1.p
7.4839926,-0.03471931,191,Sphmag15G058800.1.p
3.1585865,-0.2740903,-1,Sphmag15G052000.1.p
5.396379,-4.349145,-1,Sphmag15G023700.1.p
13.825938,-7.893229,31,Sphmag15G011200.1.p
6.3229117,1.3715274,188,Sphmag15G081700.1.p
1.9772705,-4.3873343,136,Sphmag15G106400.1.p
7.6359587,-1.3324351,151,Sphmag15G036300.1.p
8.510633,4.5742884,-1,Sphmag15G016500.1.p
11.699009,10.030378,69,Sphmag15G075200.1.p
6.942756,0.017214013,210,Sphmag15G090100.1.p
7.597347,-0.3190308,-1,Sphmag15G026500.1.p
17.061857,-0.5408839,6,Sphmag15G079800.1.p
10.962152,8.014123,104,Sphmag15G091800.1.p
9.349071,3.1366785,-1,Sphmag15G096100.1.p
4.8620906,-3.5305336,251,Sphmag15G094000.1.p
6.890846,8.752918,37,Sphmag15G012800.1.p
7.7143674,-1.7843499,132,Sphmag15G039900.1.p
5.4659495,-0.26018012,212,Sphmag15G056700.1.p
7.833485,2.4043665,177,Sphmag15G019200.1.p
10.496731,5.9723606,234,Sphmag15G000800.1.p
12.825755,-0.86357856,-1,Sphmag15G026900.1.p
-1.9608335,-6.7648053,34,Sphmag15G016900.1.p
8.184782,-0.37037474,167,Sphmag15G017600.1.p
5.709066,5.5296235,66,Sphmag15G008900.1.p
6.090746,-2.518349,-1,Sphmag15G013100.1.p
0.5610813,-1.2668915,111,Sphmag15G036200.1.p
3.1541953,-2.446967,134,Sphmag15G032600.1.p
10.636737,8.129928,104,Sphmag15G022400.1.p
1.8438534,-0.93469477,122,Sphmag15G060400.1.p
7.348553,-6.2372475,137,Sphmag15G005900.1.p
3.7100773,6.363925,49,Sphmag15G021500.1.p
-0.5447826,-9.998381,12,Sphmag15G038400.1.p
1.919677,-3.7456863,135,Sphmag15G040400.1.p
5.6008086,-2.8354995,-1,Sphmag15G080600.1.p
4.0546384,-2.6049361,-1,Sphmag15G024000.1.p
4.663143,-2.9549022,-1,Sphmag15G015400.1.p
6.278227,0.547363,-1,Sphmag15G052900.1.p
11.14805,6.8317184,242,Sphmag15G022300.1.p
7.05493,3.8721485,215,Sphmag15G010200.1.p
-3.5599518,2.07347,43,Sphmag15G096900.1.p
11.218014,7.2823763,-1,Sphmag15G057800.1.p
11.665804,9.9434185,69,Sphmag15G007400.1.p
6.323389,-6.282113,137,Sphmag15G025600.1.p
8.775657,3.9631317,245,Sphmag15G087900.1.p
5.911075,-2.2071192,214,Sphmag15G053400.1.p
4.3965445,-3.912655,-1,Sphmag15G024500.1.p
6.23622,-0.5734337,-1,Sphmag15G062900.1.p
3.2188,3.601725,143,Sphmag15G085800.1.p
5.3577385,-3.0591502,-1,Sphmag15G055600.1.p
8.7132845,7.114614,48,Sphmag15G103100.1.p
8.085554,3.9093149,-1,Sphmag15G079900.1.p
-1.0418615,-9.815328,13,Sphmag15G054100.1.p
4.2559543,4.6137896,140,Sphmag15G069200.1.p
18.296253,2.426169,3,Sphmag15G090200.1.p
13.829258,-7.8952475,31,Sphmag15G092500.1.p
7.530566,3.2193475,-1,Sphmag15G055100.1.p
6.8537717,-5.985976,137,Sphmag15G072900.1.p
3.4529505,-5.2129803,209,Sphmag15G066500.1.p
-2.3166246,-7.3992853,32,Sphmag15G069100.1.p
1.8967292,1.7373972,-1,Sphmag15G011600.1.p
9.432794,2.683746,-1,Sphmag15G023000.1.p
5.9732904,1.2601067,205,Sphmag15G035100.1.p
2.4033237,-4.3491173,144,Sphmag15G060200.1.p
6.2141657,-6.0309415,137,Sphmag15G029900.1.p
0.7604354,-0.38842794,90,Sphmag15G059700.1.p
10.73194,2.0269516,95,Sphmag15G067100.1.p
-0.43825436,-10.11785,12,Sphmag15G018900.1.p
9.140574,-2.6019468,77,Sphmag15G014600.1.p
10.535669,3.5652266,94,Sphmag15G019500.1.p
10.899752,-1.2222521,116,Sphmag15G077900.1.p
7.5327206,-1.0186584,-1,Sphmag15G097600.1.p
16.046488,6.469964,16,Sphmag15G047300.1.p
2.2427864,-1.3485686,-1,Sphmag15G053600.1.p
10.760195,-7.064462,51,Sphmag15G019400.1.p
7.209592,5.2773533,59,Sphmag15G002600.1.p
-2.271857,-7.3546214,32,Sphmag15G007900.1.p
5.4667253,-1.9021395,214,Sphmag15G024600.1.p
1.35511,-0.775342,123,Sphmag15G076000.1.p
10.438034,-5.391612,53,Sphmag15G031500.1.p
-6.7490277,-4.4968076,9,Sphmag15G106200.1.p
3.4296615,-2.2641075,-1,Sphmag15G091600.1.p
3.234412,-4.225981,247,Sphmag15G060900.1.p
4.666352,0.45219946,-1,Sphmag15G017700.1.p
10.805982,-1.667519,-1,Sphmag15G001500.1.p
5.188726,-4.675809,-1,Sphmag15G085200.1.p
4.3034186,-3.315992,-1,Sphmag15G072600.1.p
5.0617495,-2.098539,214,Sphmag15G102900.1.p
9.680546,5.8667974,220,Sphmag15G049400.1.p
11.085906,2.2040076,-1,Sphmag15G087400.1.p
11.144691,-0.12868583,88,Sphmag15G075900.1.p
11.098136,-3.3808818,41,Sphmag15G064700.1.p
10.313719,-0.85906833,124,Sphmag15G070200.1.p
6.867382,-3.8565538,-1,Sphmag15G086400.1.p
3.0677805,-0.27765834,-1,Sphmag15G079300.1.p
11.091446,7.8334584,104,Sphmag15G021800.1.p
3.7411516,2.8436656,79,Sphmag15G090700.1.p
0.10075457,8.22438,21,Sphmag15G048300.1.p
4.2781544,4.410125,140,Sphmag15G067600.1.p
4.6403866,1.2940426,-1,Sphmag15G031100.1.p
5.315944,-5.854649,137,Sphmag15G016300.1.p
16.27193,4.8809385,17,Sphmag15G049800.1.p
4.2085648,-0.17246963,148,Sphmag15G098000.1.p
10.712593,-6.988795,51,Sphmag15G050800.1.p
7.918085,-5.9988885,137,Sphmag15G090400.1.p
7.861512,0.16100183,-1,Sphmag15G065600.1.p
6.5034385,-4.3900466,-1,Sphmag15G070900.1.p
3.511469,-5.181426,209,Sphmag15G053100.1.p
11.61459,9.907714,69,Sphmag15G016400.1.p
2.8706818,0.7706601,99,Sphmag15G026100.1.p
4.6813507,-5.5416393,137,Sphmag15G088300.1.p
5.7477374,0.045704737,193,Sphmag15G080200.1.p
4.1285954,-4.194272,-1,Sphmag15G073400.1.p
3.5562418,3.4840126,-1,Sphmag15G099900.1.p
4.1477637,-3.9640913,246,Sphmag15G008700.1.p
7.6802173,-5.793558,-1,Sphmag15G045600.1.p
7.911104,1.0870403,189,Sphmag15G039600.1.p
8.332765,5.855163,-1,Sphmag15G097000.1.p
7.707251,-1.14981,151,Sphmag15G005700.1.p
10.3635,2.8732586,113,Sphmag15G061000.1.p
6.989815,-5.5658803,137,Sphmag15G051800.1.p
4.93897,-0.3671505,-1,Sphmag15G061200.1.p
3.796702,-4.461435,248,Sphmag15G005400.1.p
11.246946,7.6569023,104,Sphmag15G036400.1.p
9.564231,0.29335096,127,Sphmag15G035600.1.p
4.48107,-3.354406,252,Sphmag15G081500.1.p
11.690754,0.78806496,73,Sphmag15G048200.1.p
6.2983913,-5.8746734,137,Sphmag15G079000.1.p
7.9420595,2.1645875,-1,Sphmag15G073500.1.p
6.7499986,0.100162156,210,Sphmag15G038700.1.p
-1.3123486,11.434708,1,Sphmag15G056300.1.p
4.883089,-2.153571,214,Sphmag15G096200.1.p
4.757275,-2.7521288,-1,Sphmag15G018300.1.p
5.255937,-5.870419,137,Sphmag15G015900.1.p
10.843865,6.0301766,-1,Sphmag15G009000.1.p
9.033509,3.1992333,-1,Sphmag15G030700.1.p
9.3123665,4.1802673,-1,Sphmag15G012300.1.p
6.4003534,-0.21335548,232,Sphmag15G089800.1.p
7.5128865,1.625457,-1,Sphmag15G096400.1.p
9.239577,4.895692,-1,Sphmag15G032900.1.p
-0.8987288,2.3519251,65,Sphmag15G070400.1.p
6.8418183,2.094185,-1,Sphmag15G008100.1.p
6.6665206,-1.1011655,-1,Sphmag15G027200.1.p
11.145322,-0.37548667,88,Sphmag15G095700.1.p
8.262394,2.1575286,-1,Sphmag15G044800.1.p
-3.3577983,2.2639534,43,Sphmag15G036800.1.p
9.286969,4.5676746,243,Sphmag15G009500.1.p
11.156403,6.8215637,242,Sphmag15G104700.1.p
7.457084,3.5781298,-1,Sphmag15G062200.1.p
11.150497,6.50251,-1,Sphmag15G009200.1.p
8.010341,2.646958,177,Sphmag15G045900.1.p
6.120555,3.0352478,202,Sphmag15G030100.1.p
3.3825307,3.5152578,143,Sphmag15G059400.1.p
6.160644,3.0735865,202,Sphmag15G104000.1.p
15.978026,6.407776,16,Sphmag15G045700.1.p
0.8136085,0.6915895,75,Sphmag15G058500.1.p
-6.020748,1.151048,14,Sphmag15G085000.1.p
11.658063,9.931889,69,Sphmag15G007200.1.p
9.415326,4.932708,-1,Sphmag15G040800.1.p
19.451715,-0.05383715,4,Sphmag15G041500.1.p
3.190962,3.645543,143,Sphmag15G090000.1.p
7.7289014,1.1505028,-1,Sphmag15G033400.1.p
2.7248948,-4.8348417,-1,Sphmag15G098500.1.p
4.825262,-3.3264143,-1,Sphmag15G064200.1.p
5.1023364,1.0297611,-1,Sphmag15G083400.1.p
3.8412724,-5.2206097,-1,Sphmag15G002500.1.p
5.8271866,-4.72203,137,Sphmag15G103900.1.p
2.2008758,-0.33150142,120,Sphmag15G102300.1.p
6.0856595,0.8257027,198,Sphmag15G074700.1.p
8.746596,-4.0062747,86,Sphmag15G019700.1.p
11.327234,6.8906283,242,Sphmag15G060600.1.p
4.638109,-3.501205,-1,Sphmag15G044300.1.p
7.7512846,4.0723968,217,Sphmag15G087700.1.p
7.430117,1.9500731,211,Sphmag15G032300.1.p
6.28758,-5.323998,137,Sphmag15G010100.1.p
2.0066133,-0.309376,-1,Sphmag15G006900.1.p
7.886261,-6.5602956,137,Sphmag15G080700.1.p
9.146695,-2.6017287,77,Sphmag15G027300.1.p
4.4060993,-2.8534083,-1,Sphmag15G049100.1.p
5.886549,0.45270076,231,Sphmag15G025800.1.p
7.7220883,1.9088275,-1,Sphmag15G031900.1.p
6.0144978,2.6803613,203,Sphmag15G104400.1.p
1.6895341,-3.780729,135,Sphmag15G090300.1.p
3.3180885,-6.14162,100,Sphmag15G038000.1.p
5.9805846,-3.258302,-1,Sphmag15G007600.1.p
4.445877,3.868437,-1,Sphmag15G023100.1.p
1.1487893,-5.0255713,84,Sphmag15G059100.1.p
8.210916,-0.2649367,167,Sphmag15G024900.1.p
7.0893226,-5.035214,137,Sphmag15G010400.1.p
7.547718,3.458371,-1,Sphmag15G021200.1.p
8.026404,0.44977486,189,Sphmag15G025200.1.p
3.1374273,-2.514349,134,Sphmag15G017000.1.p
5.1337895,6.2998114,60,Sphmag15G058000.1.p
9.379852,3.1842315,-1,Sphmag15G093900.1.p
3.6368732,-5.3546824,209,Sphmag15G086500.1.p
4.2588677,1.5881253,-1,Sphmag15G089400.1.p
5.8618608,-1.1580606,-1,Sphmag15G008800.1.p
1.885597,9.199232,25,Sphmag15G093200.1.p
4.902611,-3.3109603,251,Sphmag15G020200.1.p
2.4566076,11.090592,18,Sphmag15G004600.1.p
11.7100725,9.948645,69,Sphmag15G046100.1.p
2.4248323,-5.1791787,-1,Sphmag15G036700.1.p
11.083993,6.9362426,242,Sphmag15G065700.1.p
7.130944,-5.8980813,137,Sphmag15G067500.1.p
6.5932536,-0.6615719,230,Sphmag15G064900.1.p
6.4764404,-6.3044224,137,Sphmag15G028300.1.p
14.290939,1.9947895,74,Sphmag15G026200.1.p
1.9080058,-1.9909883,96,Sphmag15G025300.1.p
5.6530848,-2.089501,214,Sphmag15G078000.1.p
0.080369644,10.025887,23,Sphmag15G083300.1.p
-2.3467727,3.480508,-1,Sphmag15G006500.1.p
7.784494,3.3544166,217,Sphmag15G070600.1.p
2.4622974,-3.3494647,-1,Sphmag15G019800.1.p
10.446057,5.93852,234,Sphmag15G048500.1.p
7.2262287,-2.8764484,161,Sphmag15G007700.1.p
-3.3102922,2.30439,43,Sphmag15G017200.1.p
-1.0403261,-9.812335,13,Sphmag15G066100.1.p
2.09269,-0.33111495,120,Sphmag15G106000.1.p
7.88561,-6.573886,137,Sphmag15G100100.1.p
6.6394467,5.938386,59,Sphmag15G056800.1.p
10.356356,-5.2971916,53,Sphmag15G044500.1.p
6.776003,1.0730712,-1,Sphmag15G071700.1.p
16.057278,6.484896,16,Sphmag15G047100.1.p
13.414079,0.43891305,82,Sphmag15G094900.1.p
11.413665,6.6201925,-1,Sphmag15G012500.1.p
7.5171456,3.8246107,-1,Sphmag15G084500.1.p
0.81309885,0.6933441,75,Sphmag15G058700.1.p
1.8622172,0.0130584445,-1,Sphmag15G088100.1.p
5.182792,1.1473029,-1,Sphmag15G051300.1.p
9.866444,0.190225,-1,Sphmag15G074500.1.p
0.11885048,5.099948,42,Sphmag15G092000.1.p
-0.7134393,1.9368911,65,Sphmag15G071900.1.p
5.9586496,3.5765083,-1,Sphmag15G074100.1.p
10.501945,-0.97068965,-1,Sphmag15G035800.1.p
1.3055074,-1.2448426,122,Sphmag15G034400.1.p
11.097436,2.202234,95,Sphmag15G084300.1.p
11.651082,9.933884,69,Sphmag15G079600.1.p
9.530483,5.3651237,222,Sphmag15G052300.1.p
5.0893173,-5.205464,137,Sphmag15G004000.1.p
5.63975,-2.5238764,214,Sphmag15G044700.1.p
10.866932,6.5492196,-1,Sphmag15G068500.1.p
2.9252563,13.546956,-1,Sphmag15G035200.1.p
1.3620706,-0.81596935,123,Sphmag15G065100.1.p
6.1051807,-5.6105084,137,Sphmag15G014500.1.p
11.345997,6.752748,242,Sphmag15G103800.1.p
7.7510004,3.4317217,-1,Sphmag15G012900.1.p
-0.9016369,2.2876165,65,Sphmag15G068400.1.p
8.281203,3.808405,-1,Sphmag15G033800.1.p
6.031405,1.2942855,205,Sphmag15G055500.1.p
8.035997,1.390452,-1,Sphmag15G053300.1.p
6.356098,-0.65966684,230,Sphmag15G051400.1.p
4.8602915,3.1238658,-1,Sphmag15G006400.1.p
1.2030163,-13.405334,2,Sphmag15G006300.1.p
-0.45895654,-10.102626,12,Sphmag15G055000.1.p
0.969195,-1.2611746,111,Sphmag15G094700.1.p
4.2406917,-3.5815718,-1,Sphmag15G011000.1.p
7.2461977,-6.3592067,137,Sphmag15G096500.1.p
8.567855,-6.0377765,137,Sphmag15G076600.1.p
8.932857,-4.3265457,87,Sphmag15G002900.1.p
6.945876,-6.8855877,137,Sphmag15G059000.1.p
8.404301,-4.065694,-1,Sphmag15G084900.1.p
12.125914,6.543223,236,Sphmag15G036100.1.p
5.949591,1.6931987,-1,Sphmag15G039400.1.p
3.7382686,-1.4347221,-1,Sphmag15G071300.1.p
5.7828164,-2.942114,-1,Sphmag15G031400.1.p
13.829285,-7.8949785,31,Sphmag15G094600.1.p
3.990353,-4.3926954,248,Sphmag15G105800.1.p
3.7047534,-4.102386,-1,Sphmag15G083900.1.p
6.837007,-0.7050552,-1,Sphmag15G025500.1.p
6.37094,-5.1819005,137,Sphmag15G020500.1.p
3.9098742,-4.62425,248,Sphmag15G022700.1.p
7.3669114,-1.3165098,-1,Sphmag15G006600.1.p
11.0940075,2.1962464,95,Sphmag15G107100.1.p
5.7090993,-0.60392165,226,Sphmag15G062500.1.p
3.780184,6.220186,49,Sphmag15G003600.1.p
1.9263922,-5.011765,85,Sphmag15G032100.1.p
9.487371,0.11706751,-1,Sphmag15G067900.1.p
5.9571342,0.5502479,-1,Sphmag15G028400.1.p
-1.8756471,-7.217674,33,Sphmag15G008000.1.p
7.8961854,2.644746,177,Sphmag15G051500.1.p
18.422523,2.5790658,3,Sphmag15G035300.1.p
4.8999605,0.3431541,-1,Sphmag15G001800.1.p
7.053447,0.31572825,210,Sphmag15G029000.1.p
6.332078,-2.3203368,-1,Sphmag15G013400.1.p
5.574072,5.691683,67,Sphmag15G048000.1.p
5.5411367,-0.6376466,-1,Sphmag15G053800.1.p
3.602259,-5.243479,209,Sphmag15G080100.1.p
4.071316,-4.244276,246,Sphmag15G027400.1.p
5.3129478,-1.0052307,224,Sphmag15G076200.1.p
1.1978575,-13.411035,2,Sphmag15G006100.1.p
13.411718,0.41901797,82,Sphmag15G075400.1.p
4.6812615,-3.27584,251,Sphmag15G027000.1.p
2.21922,-0.27022484,120,Sphmag15G018700.1.p
2.4243135,-3.7496986,-1,Sphmag15G057900.1.p
6.512332,6.0880527,59,Sphmag15G072800.1.p
5.298422,0.27487284,-1,Sphmag15G030300.1.p
15.077802,-0.8794287,5,Sphmag15G015600.1.p
5.584139,-4.160278,-1,Sphmag15G010300.1.p
7.8994327,-3.9479387,72,Sphmag15G104300.1.p
5.488326,-4.8145647,137,Sphmag15G043500.1.p
1.8288354,-0.87810427,122,Sphmag15G033200.1.p
3.706122,6.3629146,49,Sphmag15G059500.1.p
7.426084,0.0048150346,191,Sphmag15G070100.1.p
5.3156967,0.70505154,200,Sphmag15G071600.1.p
7.2725053,-0.38925612,186,Sphmag15G091100.1.p
3.738004,-7.2501802,78,Sphmag15G031300.1.p
3.7394867,2.843876,79,Sphmag15G090800.1.p
13.988253,5.227785,45,Sphmag15G037500.1.p
5.4609766,5.864814,67,Sphmag15G044200.1.p
2.3415167,-0.6115478,-1,Sphmag15G060100.1.p
4.9287806,-3.2046416,-1,Sphmag15G072000.1.p
6.093819,0.497511,232,Sphmag15G088000.1.p
11.781764,10.178189,69,Sphmag15G028200.1.p
15.009998,-0.79848987,5,Sphmag15G045000.1.p
7.452863,-2.1094177,132,Sphmag15G050000.1.p
7.081393,-6.167494,137,Sphmag15G003700.1.p
3.7454302,2.8384986,79,Sphmag15G090900.1.p
12.00106,6.7514143,-1,Sphmag15G013000.1.p
2.7481375,-3.0442944,-1,Sphmag15G102700.1.p
5.2280626,-5.1021094,137,Sphmag15G063100.1.p
8.868165,-4.060111,86,Sphmag15G066400.1.p
3.9368162,4.5191936,-1,Sphmag15G094300.1.p
11.015521,7.956536,104,Sphmag15G000200.1.p
13.985238,5.2296124,45,Sphmag15G038500.1.p
16.186506,4.9647746,17,Sphmag15G072400.1.p
11.739608,6.3454885,239,Sphmag15G043400.1.p
-0.10702302,-0.9747399,89,Sphmag15G005300.1.p
8.047711,-6.2735515,137,Sphmag15G065200.1.p
7.920343,-2.245081,133,Sphmag15G057200.1.p
5.177342,-2.2027438,214,Sphmag15G072300.1.p
3.7708704,-4.819463,248,Sphmag15G084200.1.p
3.860573,-4.811382,-1,Sphmag15G032000.1.p
12.222249,7.1153145,-1,Sphmag15G076100.1.p
8.304423,3.9064765,221,Sphmag15G012000.1.p
8.641639,-3.9580932,86,Sphmag15G050500.1.p
10.9881935,-1.4280692,115,Sphmag15G067300.1.p
3.4851894,-4.474566,248,Sphmag15G027500.1.p
2.1384628,-7.5163665,-1,Sphmag15G010500.1.p
6.3501453,-2.9107006,160,Sphmag15G015100.1.p
-1.9047103,-7.0091834,34,Sphmag15G016800.1.p
5.3852897,-3.1666136,-1,Sphmag15G078800.1.p
2.9863815,-3.8760078,197,Sphmag15G101400.1.p
10.01445,2.4617538,112,Sphmag15G005100.1.p
8.358296,0.7757218,165,Sphmag15G007100.1.p
-0.8719154,4.3134227,46,Sphmag15G037800.1.p
5.506926,-1.5991232,-1,Sphmag15G030900.1.p
5.864891,-1.7624159,214,Sphmag15G015800.1.p
8.750784,4.094356,245,Sphmag15G068700.1.p
9.501274,-1.0000486,-1,Sphmag15G086100.1.p
9.071154,4.619779,-1,Sphmag15G050600.1.p
17.56986,6.0366263,15,Sphmag15G087500.1.p
11.7844305,10.185368,69,Sphmag15G028100.1.p
6.517429,0.9683639,-1,Sphmag15G000300.1.p
7.192487,3.7719712,215,Sphmag15G016700.1.p
6.9347053,-1.8406693,150,Sphmag15G084400.1.p
0.1303347,8.193896,21,Sphmag15G046900.1.p
11.178354,-9.059138,44,Sphmag15G018400.1.p
4.805174,-6.106434,-1,Sphmag15G098100.1.p
6.0408845,-6.173297,137,Sphmag15G087800.1.p
12.347906,-4.186138,40,Sphmag15G054000.1.p
5.6867666,-1.5976518,214,Sphmag15G054600.1.p
6.7418337,-6.2548127,137,Sphmag15G075700.1.p
7.4724345,2.0607512,211,Sphmag15G086600.1.p
4.1980934,4.2298903,-1,Sphmag15G085600.1.p
0.08511894,10.019143,23,Sphmag15G040000.1.p
8.184953,0.86312544,-1,Sphmag15G035400.1.p
5.178728,-1.7372985,-1,Sphmag15G079100.1.p
10.952136,-3.332868,41,Sphmag15G002000.1.p
4.0139847,-3.6627767,246,Sphmag15G063000.1.p
7.1770144,1.6329198,-1,Sphmag15G020100.1.p
3.6770585,-5.2656665,209,Sphmag15G103200.1.p
9.942214,1.2580175,109,Sphmag15G050100.1.p
-0.8724237,4.315289,46,Sphmag15G037400.1.p
5.4750113,-3.8431625,-1,Sphmag15G012100.1.p
6.9867334,0.3515458,210,Sphmag15G000700.1.p
10.008927,2.9325612,-1,Sphmag15G069900.1.p
18.643124,2.847051,3,Sphmag15G013800.1.p
5.8974557,-5.018426,137,Sphmag15G084700.1.p
5.558882,-0.4012713,-1,Sphmag15G076700.1.p
3.424146,8.193801,27,Sphmag15G083000.1.p
9.448645,0.749476,121,Sphmag15G061500.1.p
5.921563,-0.041675244,-1,Sphmag15G042200.1.p
6.6947803,15.52057,0,Sphmag15G056100.1.p
7.60621,-6.705324,-1,Sphmag15G027600.1.p
1.9689147,-3.631108,-1,Sphmag15G069500.1.p
9.284661,12.06404,30,Sphmag15G046600.1.p
2.6921177,11.567142,18,Sphmag15G035500.1.p
9.82233,5.115945,233,Sphmag15G071800.1.p
1.9204129,1.7064685,-1,Sphmag15G011500.1.p
4.155976,3.9867668,-1,Sphmag15G005800.1.p
3.3868434,-3.7937412,-1,Sphmag15G029500.1.p
6.853595,3.6214464,-1,Sphmag15G082700.1.p
1.2067966,-13.401651,2,Sphmag15G039300.1.p
19.464848,-0.06676438,4,Sphmag15G041700.1.p
2.5981963,-3.346497,-1,Sphmag15G027700.1.p
3.1716657,3.679143,143,Sphmag15G014700.1.p
3.846916,-4.918048,248,Sphmag15G017800.1.p
7.6402473,-5.4480343,-1,Sphmag15G098400.1.p
1.9950147,-0.76003826,120,Sphmag15G080000.1.p
7.3709803,2.8556979,213,Sphmag15G062100.1.p
4.7553945,-5.412152,137,Sphmag15G018000.1.p
5.4428263,-0.88350606,224,Sphmag15G034100.1.p
5.519681,-1.4232937,219,Sphmag15G077200.1.p
2.979064,-0.3579632,119,Sphmag15G066600.1.p
0.107487574,9.995085,23,Sphmag15G101300.1.p
7.9437103,-0.12580013,-1,Sphmag15G052700.1.p
7.843682,1.0133471,189,Sphmag15G100400.1.p
5.863468,-2.9923964,-1,Sphmag15G038600.1.p
5.1074586,-2.5910347,-1,Sphmag15G097900.1.p
6.342442,0.36648664,-1,Sphmag15G014300.1.p
3.2472944,4.478507,146,Sphmag15G093600.1.p
19.45618,-0.057898637,4,Sphmag15G041400.1.p
7.0159326,-0.7587845,-1,Sphmag15G085700.1.p
10.029561,2.1330495,-1,Sphmag15G029200.1.p
15.626177,-1.1647822,5,Sphmag15G023800.1.p
-7.0247207,5.3963394,-1,Sphmag15G038300.1.p
9.965918,8.931252,102,Sphmag15G015200.1.p
6.823434,5.779208,59,Sphmag15G016100.1.p
6.316528,-0.83376646,230,Sphmag15G043700.1.p
5.0578055,0.783441,200,Sphmag15G042900.1.p
10.000881,0.7010099,110,Sphmag15G093500.1.p
9.248434,4.6920757,-1,Sphmag15G051600.1.p
1.6281208,-0.5882462,-1,Sphmag15G102500.1.p
5.667452,-0.09851564,-1,Sphmag15G076500.1.p
3.664311,-5.56186,-1,Sphmag15G096700.1.p
11.081647,6.4973984,-1,Sphmag15G016600.1.p
7.344699,-6.0427923,137,Sphmag15G075600.1.p
4.6899486,4.4015956,140,Sphmag15G019000.1.p
2.9358318,-5.043217,172,Sphmag15G085100.1.p
5.2612305,1.085082,-1,Sphmag15G099400.1.p
